Text#,Title,Authors,Subjects,Bookshelves
103,Around the World in Eighty Days,"Verne, Jules, 1828-1905",Adventure stories; Voyages around the world -- Fiction,Adventure; Best Books Ever Listings; Movie Books; Browsing: Literature; Browsing: Travel & Geography; Browsing: Fiction
104,"Inaugural Address of Franklin Delano Roosevelt
Given in Washington, D.C. March 4th, 1933","Roosevelt, Franklin D. (Franklin Delano), 1882-1945","United States -- Politics and government -- 1933-1945; Presidents -- United States -- Inaugural addresses; New Deal, 1933-1939",Browsing: History - American; Browsing: Politics
105,Persuasion,"Austen, Jane, 1775-1817",England -- Social life and customs -- 19th century -- Fiction; Psychological fiction; Young women -- Fiction; Motherless families -- Fiction; Rejection (Psychology) -- Fiction; First loves -- Fiction; Dysfunctional families -- Fiction; Ship captains -- Fiction; Love stories; Regency fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
106,Jungle Tales of Tarzan,"Burroughs, Edgar Rice, 1875-1950",Tarzan (Fictitious character) -- Fiction; Africa -- Fiction; Fantasy fiction; Jungles -- Fiction; Adventure stories; Apes -- Fiction,Adventure; Movie Books; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
107,Far from the Madding Crowd,"Hardy, Thomas, 1840-1928",Didactic fiction; Love stories; Triangles (Interpersonal relations) -- Fiction; Pastoral fiction; Farm life -- Fiction; Women farmers -- Fiction; Wessex (England) -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
108,The Return of Sherlock Holmes,"Doyle, Arthur Conan, 1859-1930","Holmes, Sherlock (Fictitious character) -- Fiction; Detective and mystery stories, English",Detective Fiction; Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction
109,"Renascence, and Other Poems","Millay, Edna St. Vincent, 1892-1950",American poetry,Browsing: Literature; Browsing: Poetry
110,Tess of the d'Urbervilles: A Pure Woman,"Hardy, Thomas, 1840-1928",Didactic fiction; Poor families -- Fiction; Children of the rich -- Fiction; Triangles (Interpersonal relations) -- Fiction; Pastoral fiction; Children of clergy -- Fiction; Wessex (England) -- Fiction; Man-woman relationships -- Fiction; Women murderers -- Fiction; Rape victims -- Fiction; Women household employees -- Fiction,Banned Books from Anne Haight's list; Browsing: Literature; Browsing: Fiction
111,Freckles,"Stratton-Porter, Gene, 1863-1924",Orphans -- Fiction; People with disabilities -- Fiction; Indiana -- Fiction; Swamps -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
112,Violists,"McGowan, Richard, 1958-",Short stories; Love stories; Fathers and daughters -- Fiction; Violists -- Fiction,Browsing: Literature; Browsing: Fiction
113,The Secret Garden,"Burnett, Frances Hodgson, 1849-1924",Orphans -- Juvenile fiction; People with disabilities -- Juvenile fiction; Gardens -- Juvenile fiction; Yorkshire (England) -- Juvenile fiction,Children's Literature; Browsing: Children & Young Adult Reading; Browsing: Culture/Civilization/Society; Browsing: Fiction
115,United States Census Figures Back to 1630,United States. Bureau of the Census,United States -- Population -- Statistics; United States -- Census; United States -- Statistics,Browsing: Encyclopedias/Dictionaries/Reference; Browsing: History - American; Browsing: Sociology
117,Symphony No. 5 in C minor Opus 67,"Beethoven, Ludwig van, 1770-1827",Music,Browsing: Music
118,Big Dummy's Guide to the Internet,"Electronic Frontier Foundation; Gaffin, Adam [Author of introduction, etc.]; Kapor, Mitchell [Author of introduction, etc.]",Internet; Computer networks,Browsing: Computers & Technology
119,A Tramp Abroad,"Twain, Mark, 1835-1910",Humorous stories; Europe -- Fiction; Americans -- Europe -- Fiction; Walking -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Humour; Browsing: Travel & Geography; Browsing: Fiction
120,Treasure Island,"Stevenson, Robert Louis, 1850-1894; Rhead, Louis, 1857-1926 [Illustrator]",Sea stories; Pirates -- Fiction; Treasure troves -- Fiction; Treasure Island (Imaginary place) -- Fiction,"Children's Literature; Historical Fiction; Best Books Ever Listings; Pirates, Buccaneers, Corsairs, etc.; Browsing: Children & Young Adult Reading; Browsing: Literature; Browsing: Fiction"
121,Northanger Abbey,"Austen, Jane, 1775-1817",England -- Social life and customs -- 19th century -- Fiction; Satire; England -- Fiction; Young women -- Fiction; Love stories; Gothic fiction; Horror tales -- Appreciation -- Fiction; Books and reading -- Fiction; Gentry -- England -- Fiction; Marriage -- Economic aspects -- Fiction,Gothic Fiction; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
122,The Return of the Native,"Hardy, Thomas, 1840-1928",Adultery -- Fiction; Didactic fiction; Love stories; Mate selection -- Fiction; Wessex (England) -- Fiction; Mothers and sons -- Fiction; People with visual disabilities -- Fiction; Heathlands -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
123,At the Earth's Core,"Burroughs, Edgar Rice, 1875-1950",Science fiction; Fantasy fiction; Adventure stories; Earth (Planet) -- Core -- Fiction,Science Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
124,"Deuterocanonical Books of the Bible
Apocrypha",Anonymous,Bible. Apocrypha; Apocryphal books (Old Testament),Christianity; Browsing: Religion/Spirituality/Paranormal
125,A Girl of the Limberlost,"Stratton-Porter, Gene, 1863-1924",Didactic fiction; Indiana -- Fiction; Domestic fiction; Bildungsromans; Mothers and daughters -- Fiction; Girls -- Fiction; Conflict of generations -- Fiction; Swamps -- Fiction; Moths -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
126,The Poison Belt,"Doyle, Arthur Conan, 1859-1930","Science fiction; Challenger, Professor (Fictitious character) -- Fiction",Science Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
128,The Arabian Nights Entertainments,"Lang, Andrew, 1844-1912",Fairy tales; Children's stories; Arabs -- Folklore; Folklore -- Arab countries; Tales -- Arab countries; Fairy tales -- Arab countries,Browsing: Children & Young Adult Reading; Browsing: Culture/Civilization/Society; Browsing: Literature
130,Orthodoxy,"Chesterton, G. K. (Gilbert Keith), 1874-1936","Apologetics; Chesterton, G. K. (Gilbert Keith), 1874-1936; Christianity -- Essence, genius, nature",Christianity; Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
131,"The Pilgrim's Progress from this world to that which is to come
Delivered under the similitude of a dream, by John Bunyan","Bunyan, John, 1628-1688",Christian fiction; Christian pilgrims and pilgrimages -- Fiction,Christianity; Harvard Classics; Browsing: Literature; Browsing: Religion/Spirituality/Paranormal; Browsing: Fiction
132,The Art of War,"Sunzi, active 6th century B.C.; Giles, Lionel, 1875-1958 [Translator]",Military art and science -- Early works to 1800; War -- Early works to 1800,Browsing: History - Warfare
133,The Damnation of Theron Ware,"Frederic, Harold, 1856-1898",Psychological fiction; Clergy -- Fiction; New York (State) -- Fiction; Belief and doubt -- Fiction; Methodists -- Fiction,"Bestsellers, American, 1895-1923; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction"
134,"Maria; Or, The Wrongs of Woman","Wollstonecraft, Mary, 1759-1797",Autobiographical fiction; Feminist fiction; Women -- Fiction,Browsing: Gender & Sexuality Studies; Browsing: Literature; Browsing: Fiction
135,Les Misérables,"Hugo, Victor, 1802-1885; Hapgood, Isabel Florence, 1850-1928 [Translator]",Historical fiction; Orphans -- Fiction; Paris (France) -- Fiction; Epic literature; Ex-convicts -- Fiction,Historical Fiction; Banned Books from Anne Haight's list; Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Literature; Browsing: Fiction
136,A Child's Garden of Verses,"Stevenson, Robert Louis, 1850-1894","Children's poetry, English",Browsing: Children & Young Adult Reading; Browsing: Literature; Browsing: Poetry
137,"Sara Crewe; Or, What Happened at Miss Minchin's Boarding School","Burnett, Frances Hodgson, 1849-1924",Orphans -- Juvenile fiction; Schools -- Juvenile fiction; Boarding schools -- Juvenile fiction; Girls -- Juvenile fiction; London (England) -- Juvenile fiction,School Stories; Browsing: Children & Young Adult Reading; Browsing: Teaching & Education; Browsing: Fiction
138,George Sand: Some Aspects of Her Life and Writings,"Doumic, René, 1860-1937; Hallard, Alys [Translator]","Sand, George, 1804-1876; Women novelists, French -- 19th century -- Biography",Browsing: Biographies; Browsing: Culture/Civilization/Society; Browsing: Literature
139,The Lost World,"Doyle, Arthur Conan, 1859-1930","Challenger, Professor (Fictitious character) -- Fiction; Fantasy fiction; South America -- Fiction; Prehistoric peoples -- Fiction; Dinosaurs -- Fiction",Science Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
140,The Jungle,"Sinclair, Upton, 1878-1968",Meat industry and trade -- Fiction; Working class -- Fiction; Political fiction; Lithuanian Americans -- Fiction; Stockyards -- Fiction; Immigrants -- Fiction; Chicago (Ill.) -- Fiction,"Contemporary Reviews; Bestsellers, American, 1895-1923; Banned Books from Anne Haight's list; Banned Books List from the American Library Association; Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Literature; Browsing: Fiction"
141,Mansfield Park,"Austen, Jane, 1775-1817",England -- Fiction; Young women -- Fiction; Love stories; Domestic fiction; Country homes -- Fiction; Adoptees -- Fiction; Children of the rich -- Fiction; Cousins -- Fiction; Uncles -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
142,"The $30,000 Bequest, and Other Stories","Twain, Mark, 1835-1910","Humorous stories, American; United States -- Social life and customs -- Fiction; Short stories, American",Browsing: Culture/Civilization/Society; Browsing: Humour; Browsing: Literature; Browsing: Fiction
143,The Mayor of Casterbridge,"Hardy, Thomas, 1840-1928",Psychological fiction; Fathers and daughters -- Fiction; Men -- England -- Fiction; Wessex (England) -- Fiction; Runaway husbands -- Fiction; Atonement -- Fiction; Mayors -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
144,The Voyage Out,"Woolf, Virginia, 1882-1941",Young women -- Fiction; Love stories; Bildungsromans; Ocean travel -- Fiction; Women travelers -- Fiction; British -- South America -- Fiction,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
145,Middlemarch,"Eliot, George, 1819-1880",Didactic fiction; City and town life -- Fiction; England -- Fiction; Young women -- Fiction; Love stories; Domestic fiction; Married people -- Fiction; Bildungsromans,Historical Fiction; Best Books Ever Listings; Browsing: Culture/Civilization/Society; Browsing: History - British; Browsing: Literature; Browsing: Fiction
146,"A Little Princess
Being the whole story of Sara Crewe now told for the first time","Burnett, Frances Hodgson, 1849-1924",Orphans -- Juvenile fiction; Schools -- Juvenile fiction; Boarding schools -- Juvenile fiction; Girls -- Juvenile fiction; London (England) -- Juvenile fiction,Children's Literature; School Stories; Browsing: Children & Young Adult Reading; Browsing: Literature; Browsing: Fiction
147,Common Sense,"Paine, Thomas, 1737-1809",United States -- Politics and government -- 1775-1783; Political science -- Early works to 1800; Monarchy -- Early works to 1800,Browsing: History - American; Browsing: Politics
148,The Autobiography of Benjamin Franklin,"Franklin, Benjamin, 1706-1790; Eliot, Charles William, 1834-1926 [Editor]","Franklin, Benjamin, 1706-1790; Statesmen -- United States -- Biography",Harvard Classics; Browsing: Biographies; Browsing: History - American
149,The Lost Continent,"Burroughs, Edgar Rice, 1875-1950",Science fiction; Fantasy fiction; England -- Fiction,Science Fiction; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
150,The Republic,"Plato, 428? BCE-348? BCE; Jowett, Benjamin, 1817-1893 [Translator]",Political science -- Early works to 1800; Utopias -- Early works to 1800; Justice -- Early works to 1800,Browsing: History - General; Browsing: Philosophy & Ethics; Browsing: Politics
151,The Rime of the Ancient Mariner,"Coleridge, Samuel Taylor, 1772-1834",Poetry,Browsing: Literature; Browsing: Poetry
152,Wild Justice,"Sprague, Ruth M.",Sex discrimination -- Fiction; Universities and colleges -- Fiction,Browsing: Gender & Sexuality Studies; Browsing: Teaching & Education; Browsing: Fiction
153,Jude the Obscure,"Hardy, Thomas, 1840-1928",Adultery -- Fiction; Didactic fiction; Love stories; Illegitimate children -- Fiction; Wessex (England) -- Fiction; Stonemasons -- Fiction; Children -- Death -- Fiction; Unmarried couples -- Fiction,Banned Books from Anne Haight's list; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
154,The Rise of Silas Lapham,"Howells, William Dean, 1837-1920",Psychological fiction; Domestic fiction; Boston (Mass.) -- Fiction; Rich people -- Fiction; Socialites -- Fiction; Businessmen -- Fiction,Contemporary Reviews; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
155,The Moonstone,"Collins, Wilkie, 1824-1889",England -- Fiction; Country homes -- Fiction; Police -- England -- Fiction; Jewelry theft -- Fiction; East Indians -- England -- Fiction; Mystery fiction,Detective Fiction; Mystery Fiction; Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction
156,"Symphony No. 5 in C minor, Opus 67","Beethoven, Ludwig van, 1770-1827",Music,Browsing: Music
157,Daddy-Long-Legs,"Webster, Jean, 1876-1916",Orphans -- Fiction; Boarding schools -- Fiction; Schools -- Fiction; Young women -- Fiction; Love stories; Bildungsromans; Epistolary fiction; Women authors -- Fiction; Philanthropists -- Fiction; Women college students -- Fiction; Universities and colleges -- Fiction; Letters -- Fiction,School Stories; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Teaching & Education; Browsing: Fiction
